Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23,Theta24,Theta25,Theta26,Theta27,Theta28,Theta29,Theta30,Theta31,Theta32,Theta33,Theta34,Theta35,Theta36,Theta37,Theta38,Theta39,Theta40,Theta41,Theta42,Theta43,Theta44,Theta45,Theta46,Theta47,Theta48,Theta49,Theta50,Theta51,Theta52,Theta53,Theta54,Theta55,Theta56,Theta57,Theta58,Theta59,Theta60,Theta61,Theta62,Theta63,Theta64,Theta65,Theta66,Theta67,Theta68,Theta69,Theta70
-10.723,-10.642,-10.553,-10.456,-10.352,-10.243,-10.129,-10.013,-9.894,-9.775,-9.656,-9.540,-9.426,-9.317,-9.213,-9.116,-9.026,-8.945,-8.874,-8.812,-8.762,-8.723,-8.695,-8.680,-8.677,-8.687,-8.709,-8.742,-8.788,-8.844,-8.911,-8.988,-9.074,-9.168,-9.269,-9.375,-9.487,-9.603,-9.721,-9.840,-9.959,-10.076,-10.191,-10.302,-10.409,-10.509,-10.602,-10.687,-10.763,-10.829,-10.885,-10.930,-10.964,-10.985,-10.994,-10.992,-10.977,-10.950,-10.912,-10.862,-10.801,-10.731,-10.650,-10.562,-10.465,-10.362,-10.254,-10.140,-10.024,-9.906
73.828,73.838,73.847,73.853,73.858,73.860,73.861,73.860,73.857,73.852,73.845,73.837,73.826,73.814,73.799,73.783,73.765,73.745,73.724,73.700,73.675,73.648,73.619,73.589,73.557,73.523,73.487,73.450,73.411,73.370,73.328,73.285,73.239,73.193,73.145,73.095,73.045,72.993,72.939,72.885,72.829,72.772,72.714,72.656,72.596,72.535,72.473,72.411,72.348,72.285,72.221,72.156,72.091,72.026,71.960,71.894,71.829,71.763,71.697,71.632,71.567,71.502,71.438,71.374,71.311,71.249,71.188,71.128,71.068,71.010
-86.541,-86.540,-86.538,-86.537,-86.536,-86.535,-86.534,-86.534,-86.533,-86.533,-86.532,-86.532,-86.532,-86.533,-86.533,-86.533,-86.534,-86.535,-86.536,-86.537,-86.538,-86.540,-86.541,-86.543,-86.545,-86.547,-86.549,-86.551,-86.553,-86.555,-86.558,-86.560,-86.563,-86.566,-86.569,-86.571,-86.574,-86.577,-86.581,-86.584,-86.587,-86.590,-86.593,-86.596,-86.600,-86.603,-86.606,-86.610,-86.613,-86.616,-86.619,-86.623,-86.626,-86.629,-86.632,-86.635,-86.638,-86.641,-86.644,-86.646,-86.649,-86.652,-86.654,-86.656,-86.659,-86.661,-86.663,-86.665,-86.667,-86.669
-23.196,-22.529,-22.009,-21.654,-21.473,-21.474,-21.655,-22.012,-22.533,-23.200,-23.994,-24.890,-25.860,-26.876,-27.911,-28.937,-29.928,-30.861,-31.715,-32.473,-33.121,-33.647,-34.041,-34.299,-34.415,-34.388,-34.219,-33.909,-33.465,-32.892,-32.202,-31.405,-30.519,-29.562,-28.555,-27.523,-26.492,-25.489,-24.544,-23.683,-22.934,-22.319,-21.858,-21.566,-21.452,-21.520,-21.767,-22.186,-22.763,-23.480,-24.314,-25.240,-26.231,-27.257,-28.292,-29.308,-30.280,-31.186,-32.007,-32.726,-33.330,-33.808,-34.153,-34.358,-34.422,-34.342,-34.121,-33.761,-33.268,-32.651
15.192,14.317,13.405,12.476,11.549,10.645,9.782,8.981,8.259,7.633,7.116,6.720,6.455,6.325,6.334,6.483,6.766,7.179,7.711,8.352,9.085,9.896,10.765,11.674,12.602,13.530,14.438,15.307,16.120,16.861,17.517,18.074,18.525,18.860,19.074,19.164,19.128,18.967,18.683,18.282,17.769,17.155,16.449,15.665,14.818,13.925,13.003,12.072,11.153,10.264,9.426,8.657,7.974,7.394,6.928,6.588,6.381,6.312,6.382,6.589,6.930,7.396,7.977,8.660,9.429,10.267,11.156,12.076,13.006,13.928
74.181,74.779,75.347,75.884,76.384,76.847,77.272,77.659,78.009,78.321,78.597,78.837,79.044,79.218,79.359,79.468,79.547,79.595,79.614,79.602,79.559,79.487,79.384,79.249,79.082,78.882,78.648,78.380,78.075,77.733,77.354,76.937,76.481,75.988,75.459,74.896,74.304,73.689,73.058,72.421,71.790,71.180,70.606,70.086,69.638,69.276,69.017,68.870,68.841,68.933,69.140,69.455,69.864,70.352,70.903,71.498,72.121,72.756,73.392,74.016,74.619,75.196,75.742,76.252,76.726,77.161,77.558,77.918,78.240,78.525
-39.482,-39.045,-38.511,-37.884,-37.170,-36.375,-35.508,-34.577,-33.593,-32.571,-31.524,-30.468,-29.421,-28.401,-27.427,-26.516,-25.687,-24.958,-24.342,-23.853,-23.502,-23.296,-23.239,-23.333,-23.576,-23.962,-24.484,-25.129,-25.885,-26.736,-27.664,-28.652,-29.680,-30.731,-31.786,-32.828,-33.842,-34.814,-35.730,-36.580,-37.356,-38.048,-38.652,-39.163,-39.576,-39.888,-40.099,-40.205,-40.208,-40.106,-39.901,-39.594,-39.186,-38.680,-38.081,-37.393,-36.621,-35.775,-34.861,-33.892,-32.880,-31.839,-30.784,-29.733,-28.703,-27.712,-26.781,-25.926,-25.165,-24.513
-80.813,-80.623,-80.497,-80.443,-80.466,-80.562,-80.727,-80.949,-81.214,-81.509,-81.819,-82.133,-82.440,-82.732,-83.004,-83.252,-83.472,-83.665,-83.828,-83.963,-84.068,-84.144,-84.192,-84.212,-84.203,-84.166,-84.101,-84.006,-83.883,-83.731,-83.549,-83.339,-83.102,-82.839,-82.553,-82.251,-81.939,-81.626,-81.324,-81.046,-80.806,-80.618,-80.494,-80.443,-80.467,-80.567,-80.733,-80.957,-81.223,-81.518,-81.829,-82.142,-82.449,-82.741,-83.012,-83.259,-83.479,-83.670,-83.833,-83.966,-84.071,-84.146,-84.193,-84.212,-84.202,-84.164,-84.098,-84.003,-83.879,-83.725
-69.414,-69.417,-69.420,-69.422,-69.425,-69.427,-69.428,-69.430,-69.431,-69.432,-69.433,-69.433,-69.433,-69.433,-69.433,-69.432,-69.432,-69.431,-69.429,-69.428,-69.426,-69.424,-69.422,-69.419,-69.416,-69.413,-69.410,-69.406,-69.402,-69.398,-69.394,-69.389,-69.385,-69.380,-69.374,-69.369,-69.363,-69.357,-69.351,-69.344,-69.338,-69.331,-69.324,-69.316,-69.309,-69.301,-69.293,-69.284,-69.276,-69.267,-69.258,-69.249,-69.240,-69.230,-69.220,-69.210,-69.200,-69.190,-69.179,-69.168,-69.157,-69.146,-69.135,-69.123,-69.112,-69.100,-69.088,-69.075,-69.063,-69.050
-38.276,-39.326,-40.467,-41.670,-42.906,-44.148,-45.373,-46.559,-47.689,-48.748,-49.725,-50.611,-51.400,-52.087,-52.668,-53.143,-53.510,-53.768,-53.916,-53.956,-53.886,-53.706,-53.418,-53.021,-52.516,-51.904,-51.188,-50.372,-49.459,-48.458,-47.378,-46.231,-45.032,-43.800,-42.557,-41.327,-40.139,-39.021,-38.001,-37.108,-36.369,-35.805,-35.433,-35.266,-35.309,-35.560,-36.012,-36.650,-37.454,-38.402,-39.465,-40.616,-41.824,-43.062,-44.303,-45.524,-46.704,-47.826,-48.876,-49.842,-50.716,-51.492,-52.166,-52.734,-53.195,-53.548,-53.793,-53.927,-53.953,-53.869
33.616,34.633,35.631,36.605,37.552,38.466,39.344,40.183,40.980,41.734,42.442,43.103,43.716,44.281,44.796,45.261,45.676,46.041,46.355,46.620,46.833,46.997,47.110,47.173,47.186,47.149,47.062,46.924,46.736,46.498,46.210,45.871,45.482,45.042,44.553,44.014,43.426,42.789,42.105,41.375,40.600,39.782,38.924,38.028,37.098,36.137,35.151,34.143,33.119,32.086,31.050,30.018,28.996,27.994,27.017,26.075,25.175,24.324,23.530,22.800,22.140,21.555,21.052,20.634,20.305,20.069,19.927,19.880,19.929,20.074
31.463,32.017,32.510,32.940,33.306,33.606,33.839,34.006,34.105,34.137,34.101,33.998,33.826,33.589,33.284,32.915,32.481,31.984,31.426,30.809,30.136,29.409,28.632,27.810,26.946,26.046,25.116,24.162,23.191,22.210,21.227,20.250,19.287,18.348,17.439,16.571,15.749,14.983,14.280,13.646,13.086,12.608,12.214,11.908,11.695,11.574,11.549,11.618,11.781,12.037,12.383,12.816,13.332,13.926,14.593,15.326,16.118,16.962,17.850,18.774,19.725,20.695,21.676,22.659,23.636,24.600,25.544,26.461,27.345,28.191
11.583,11.950,12.220,12.388,12.454,12.417,12.276,12.034,11.693,11.258,10.733,10.126,9.444,8.695,7.891,7.041,6.158,5.254,4.342,3.436,2.547,1.691,0.878,0.120,-0.571,-1.185,-1.715,-2.152,-2.491,-2.726,-2.856,-2.877,-2.791,-2.597,-2.299,-1.900,-1.407,-0.825,-0.164,0.568,1.361,2.201,3.079,3.980,4.891,5.800,6.693,7.557,8.381,9.153,9.863,10.501,11.059,11.530,11.909,12.191,12.373,12.452,12.427,12.299,12.070,11.741,11.317,10.804,10.206,9.533,8.793,7.995,7.150,6.270
-34.844,-34.212,-33.518,-32.765,-31.957,-31.099,-30.197,-29.258,-28.289,-27.298,-26.295,-25.288,-24.288,-23.305,-22.350,-21.434,-20.566,-19.758,-19.019,-18.357,-17.781,-17.298,-16.913,-16.631,-16.456,-16.390,-16.434,-16.586,-16.846,-17.210,-17.674,-18.232,-18.877,-19.601,-20.396,-21.252,-22.159,-23.107,-24.085,-25.082,-26.088,-27.093,-28.087,-29.062,-30.008,-30.918,-31.785,-32.604,-33.369,-34.075,-34.719,-35.298,-35.809,-36.250,-36.620,-36.916,-37.138,-37.286,-37.359,-37.356,-37.278,-37.125,-36.897,-36.596,-36.221,-35.775,-35.259,-34.675,-34.027,-33.316
-4.394,-3.487,-2.603,-1.763,-0.989,-0.297,0.295,0.773,1.126,1.347,1.428,1.370,1.173,0.841,0.383,-0.191,-0.867,-1.629,-2.459,-3.337,-4.242,-5.152,-6.046,-6.901,-7.699,-8.421,-9.050,-9.574,-9.979,-10.259,-10.406,-10.419,-10.295,-10.039,-9.656,-9.153,-8.541,-7.835,-7.050,-6.203,-5.315,-4.406,-3.499,-2.614,-1.774,-0.998,-0.305,0.288,0.768,1.123,1.345,1.428,1.372,1.176,0.846,0.390,-0.183,-0.857,-1.619,-2.448,-3.326,-4.231,-5.141,-6.034,-6.890,-7.689,-8.412,-9.043,-9.568,-9.975
-5.422,-6.080,-6.616,-7.014,-7.261,-7.351,-7.281,-7.052,-6.672,-6.152,-5.508,-4.761,-3.933,-3.052,-2.145,-1.243,-0.375,0.431,1.149,1.756,2.231,2.561,2.734,2.745,2.594,2.286,1.830,1.241,0.537,-0.258,-1.120,-2.019,-2.927,-3.813,-4.650,-5.410,-6.069,-6.608,-7.008,-7.258,-7.351,-7.283,-7.057,-6.680,-6.162,-5.520,-4.775,-3.948,-3.068,-2.161,-1.259,-0.390,0.418,1.138,1.746,2.224,2.556,2.732,2.746,2.598,2.293,1.839,1.252,0.550,-0.244,-1.104,-2.003,-2.911,-3.798,-4.636
-75.231,-75.248,-75.265,-75.281,-75.298,-75.315,-75.331,-75.348,-75.365,-75.381,-75.397,-75.414,-75.430,-75.446,-75.462,-75.478,-75.494,-75.510,-75.525,-75.541,-75.556,-75.571,-75.586,-75.601,-75.616,-75.630,-75.644,-75.659,-75.673,-75.686,-75.700,-75.713,-75.727,-75.739,-75.752,-75.765,-75.777,-75.789,-75.801,-75.813,-75.824,-75.835,-75.846,-75.857,-75.867,-75.877,-75.887,-75.897,-75.906,-75.915,-75.924,-75.932,-75.940,-75.948,-75.956,-75.963,-75.970,-75.977,-75.984,-75.990,-75.996,-76.001,-76.006,-76.011,-76.016,-76.020,-76.024,-76.028,-76.031,-76.034
1.628,2.015,2.384,2.737,3.070,3.386,3.682,3.959,4.216,4.453,4.670,4.866,5.042,5.196,5.330,5.442,5.533,5.602,5.650,5.676,5.680,5.663,5.624,5.564,5.481,5.378,5.253,5.107,4.940,4.752,4.544,4.315,4.066,3.797,3.508,3.201,2.874,2.530,2.167,1.787,1.390,0.976,0.547,0.102,-0.357,-0.830,-1.317,-1.816,-2.327,-2.849,-3.382,-3.924,-4.474,-5.033,-5.598,-6.169,-6.746,-7.327,-7.911,-8.498,-9.086,-9.675,-10.263,-10.851,-11.436,-12.019,-12.598,-13.172,-13.741,-14.304
55.591,55.798,56.006,56.216,56.427,56.639,56.851,57.064,57.278,57.491,57.704,57.917,58.129,58.340,58.549,58.758,58.965,59.170,59.374,59.575,59.775,59.972,60.167,60.359,60.548,60.735,60.918,61.099,61.277,61.451,61.622,61.790,61.955,62.116,62.273,62.427,62.577,62.723,62.866,63.005,63.140,63.271,63.399,63.522,63.642,63.757,63.869,63.977,64.080,64.180,64.276,64.367,64.455,64.538,64.618,64.694,64.765,64.832,64.896,64.955,65.010,65.061,65.108,65.152,65.191,65.226,65.256,65.283,65.306,65.325
-68.692,-67.570,-66.325,-64.960,-63.480,-61.901,-60.245,-58.547,-56.855,-55.226,-53.729,-52.434,-51.411,-50.719,-50.401,-50.478,-50.943,-51.769,-52.904,-54.286,-55.842,-57.503,-59.204,-60.890,-62.520,-64.063,-65.500,-66.819,-68.017,-69.092,-70.050,-70.894,-71.632,-72.268,-72.811,-73.264,-73.633,-73.923,-74.136,-74.276,-74.343,-74.340,-74.265,-74.117,-73.896,-73.598,-73.220,-72.758,-72.206,-71.559,-70.811,-69.955,-68.985,-67.897,-66.686,-65.354,-63.906,-62.352,-60.715,-59.025,-57.326,-55.673,-54.131,-52.772,-51.666,-50.877,-50.451,-50.416,-50.775,-51.504
21.415,21.825,22.116,22.283,22.324,22.238,22.026,21.692,21.241,20.681,20.021,19.273,18.450,17.569,16.647,15.703,14.756,13.829,12.941,12.113,11.364,10.711,10.169,9.752,9.469,9.326,9.327,9.473,9.759,10.178,10.722,11.377,12.128,12.958,13.846,14.774,15.721,16.665,17.586,18.467,19.288,20.035,20.693,21.251,21.700,22.031,22.241,22.324,22.281,22.111,21.818,21.406,20.881,20.254,19.534,18.734,17.871,16.961,16.022,15.074,14.138,13.234,12.384,11.606,10.919,10.338,9.878,9.548,9.358,9.311
77.190,77.102,76.996,76.871,76.728,76.568,76.390,76.197,75.988,75.766,75.530,75.284,75.028,74.766,74.500,74.232,73.967,73.708,73.458,73.221,73.002,72.804,72.632,72.488,72.376,72.298,72.256,72.251,72.282,72.350,72.452,72.586,72.750,72.941,73.154,73.385,73.632,73.889,74.153,74.420,74.687,74.951,75.208,75.458,75.697,75.923,76.136,76.335,76.517,76.682,76.830,76.960,77.072,77.166,77.241,77.297,77.334,77.351,77.350,77.330,77.291,77.233,77.156,77.060,76.946,76.814,76.664,76.496,76.312,76.113
19.868,19.269,18.794,18.456,18.260,18.212,18.313,18.560,18.947,19.468,20.109,20.856,21.695,22.607,23.574,24.576,25.593,26.608,27.602,28.558,29.463,30.301,31.063,31.738,32.318,32.797,33.170,33.432,33.582,33.618,33.540,33.348,33.044,32.631,32.114,31.498,30.790,29.998,29.133,28.208,27.236,26.232,25.214,24.200,23.209,22.261,21.374,20.567,19.857,19.259,18.787,18.451,18.258,18.213,18.316,18.565,18.955,19.477,20.120,20.870,21.710,22.623,23.591,24.593,25.611,26.625,27.618,28.574,29.477,30.315
87.666,87.667,87.668,87.668,87.669,87.669,87.670,87.670,87.671,87.671,87.672,87.673,87.673,87.674,87.674,87.675,87.676,87.676,87.677,87.677,87.678,87.678,87.679,87.679,87.680,87.680,87.681,87.681,87.682,87.682,87.683,87.683,87.684,87.684,87.685,87.685,87.685,87.686,87.686,87.686,87.687,87.687,87.687,87.687,87.688,87.688,87.688,87.688,87.688,87.688,87.688,87.689,87.689,87.689,87.689,87.689,87.688,87.688,87.688,87.688,87.688,87.688,87.688,87.687,87.687,87.687,87.687,87.686,87.686,87.686
-60.981,-61.977,-62.902,-63.750,-64.519,-65.208,-65.815,-66.342,-66.789,-67.158,-67.450,-67.667,-67.809,-67.876,-67.870,-67.790,-67.635,-67.406,-67.101,-66.718,-66.258,-65.717,-65.096,-64.394,-63.611,-62.750,-61.812,-60.805,-59.735,-58.616,-57.462,-56.292,-55.132,-54.006,-52.947,-51.985,-51.152,-50.478,-49.988,-49.700,-49.627,-49.771,-50.128,-50.681,-51.411,-52.289,-53.287,-54.372,-55.512,-56.678,-57.845,-58.990,-60.094,-61.144,-62.129,-63.042,-63.878,-64.635,-65.310,-65.904,-66.418,-66.853,-67.210,-67.490,-67.694,-67.824,-67.880,-67.862,-67.770,-67.604
-89.227,-89.227,-89.227,-89.227,-89.228,-89.228,-89.228,-89.228,-89.228,-89.228,-89.228,-89.228,-89.228,-89.228,-89.228,-89.228,-89.229,-89.229,-89.229,-89.229,-89.229,-89.229,-89.229,-89.229,-89.229,-89.229,-89.229,-89.229,-89.229,-89.229,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230,-89.230
2.661,1.784,0.883,-0.025,-0.922,-1.791,-2.615,-3.377,-4.065,-4.664,-5.163,-5.555,-5.830,-5.986,-6.018,-5.927,-5.713,-5.381,-4.937,-4.389,-3.746,-3.021,-2.227,-1.380,-0.495,0.409,1.316,2.208,3.067,3.877,4.623,5.291,5.867,6.343,6.708,6.957,7.086,7.092,6.974,6.736,6.381,5.916,5.348,4.688,3.949,3.144,2.289,1.399,0.493,-0.412,-1.299,-2.151,-2.950,-3.682,-4.333,-4.891,-5.345,-5.687,-5.912,-6.015,-5.994,-5.850,-5.585,-5.204,-4.714,-4.124,-3.444,-2.688,-1.870,-1.004
86.299,86.312,86.325,86.337,86.347,86.357,86.366,86.374,86.380,86.386,86.390,86.394,86.396,86.397,86.398,86.397,86.395,86.391,86.387,86.382,86.376,86.368,86.360,86.350,86.340,86.328,86.316,86.303,86.289,86.274,86.258,86.242,86.225,86.207,86.189,86.170,86.151,86.132,86.112,86.092,86.072,86.052,86.032,86.012,85.992,85.973,85.954,85.936,85.918,85.901,85.885,85.870,85.855,85.842,85.830,85.819,85.809,85.801,85.794,85.789,85.785,85.782,85.781,85.782,85.784,85.787,85.792,85.799,85.807,85.816
-29.857,-29.294,-28.866,-28.584,-28.450,-28.469,-28.639,-28.958,-29.419,-30.014,-30.733,-31.562,-32.487,-33.493,-34.562,-35.679,-36.826,-37.988,-39.150,-40.298,-41.420,-42.505,-43.543,-44.527,-45.451,-46.309,-47.097,-47.813,-48.453,-49.017,-49.504,-49.913,-50.243,-50.494,-50.667,-50.760,-50.775,-50.711,-50.569,-50.347,-50.047,-49.668,-49.210,-48.675,-48.064,-47.376,-46.615,-45.783,-44.884,-43.922,-42.903,-41.835,-40.726,-39.587,-38.428,-37.265,-36.110,-34.980,-33.890,-32.859,-31.901,-31.034,-30.272,-29.629,-29.116,-28.742,-28.515,-28.439,-28.515,-28.742
82.120,81.778,81.318,80.721,79.965,79.019,77.852,76.428,74.720,72.723,70.480,68.118,65.876,64.091,63.112,63.161,64.227,66.069,68.335,70.694,72.918,74.890,76.571,77.970,79.115,80.042,80.783,81.366,81.814,82.146,82.374,82.506,82.549,82.504,82.369,82.139,81.804,81.353,80.766,80.021,79.089,77.937,76.532,74.843,72.864,70.635,68.275,66.015,64.189,63.146,63.124,64.128,65.929,68.178,70.539,72.777,74.767,76.468,77.885,79.046,79.986,80.738,81.331,81.788,82.127,82.362,82.500,82.549,82.510,82.381
82.820,82.824,82.826,82.825,82.821,82.814,82.805,82.794,82.779,82.763,82.743,82.722,82.697,82.670,82.641,82.610,82.576,82.540,82.501,82.461,82.419,82.374,82.328,82.280,82.230,82.179,82.127,82.073,82.018,81.962,81.906,81.848,81.791,81.733,81.676,81.618,81.562,81.505,81.450,81.396,81.344,81.293,81.244,81.198,81.154,81.112,81.074,81.038,81.006,80.977,80.952,80.931,80.914,80.901,80.892,80.887,80.886,80.890,80.898,80.910,80.926,80.946,80.970,80.998,81.029,81.063,81.101,81.142,81.185,81.231
41.940,43.084,44.163,45.164,46.076,46.889,47.596,48.193,48.676,49.043,49.292,49.422,49.433,49.325,49.098,48.752,48.291,47.715,47.028,46.234,45.340,44.354,43.288,42.155,40.972,39.760,38.540,37.338,36.183,35.101,34.122,33.273,32.577,32.056,31.724,31.592,31.665,31.939,32.407,33.055,33.862,34.806,35.861,36.998,38.189,39.406,40.623,41.817,42.967,44.054,45.064,45.985,46.808,47.527,48.136,48.631,49.010,49.271,49.414,49.437,49.342,49.127,48.794,48.345,47.780,47.105,46.322,45.438,44.462,43.403
17.221,16.450,15.792,15.268,14.894,14.681,14.638,14.764,15.056,15.505,16.097,16.813,17.630,18.525,19.470,20.437,21.400,22.333,23.210,24.011,24.715,25.308,25.775,26.109,26.301,26.348,26.248,26.005,25.623,25.109,24.474,23.734,22.903,22.003,21.057,20.089,19.127,18.197,17.327,16.543,15.870,15.327,14.933,14.699,14.634,14.738,15.010,15.439,16.014,16.714,17.520,18.406,19.346,20.312,21.278,22.215,23.101,23.913,24.630,25.238,25.723,26.074,26.284,26.350,26.269,26.044,25.679,25.182,24.562,23.834
37.324,38.409,39.566,40.765,41.980,43.186,44.362,45.489,46.551,47.534,48.430,49.229,49.927,50.520,51.004,51.378,51.641,51.791,51.829,51.755,51.569,51.270,50.861,50.342,49.715,48.984,48.153,47.229,46.219,45.135,43.990,42.802,41.590,40.378,39.189,38.053,36.996,36.046,35.230,34.571,34.090,33.799,33.709,33.823,34.136,34.639,35.317,36.150,37.113,38.181,39.325,40.517,41.731,42.942,44.126,45.264,46.340,47.340,48.254,49.074,49.793,50.408,50.914,51.311,51.596,51.770,51.831,51.780,51.616,51.340
-81.041,-81.006,-80.960,-80.904,-80.840,-80.769,-80.692,-80.611,-80.529,-80.447,-80.368,-80.294,-80.228,-80.171,-80.126,-80.093,-80.075,-80.071,-80.083,-80.109,-80.148,-80.200,-80.262,-80.332,-80.409,-80.490,-80.572,-80.654,-80.733,-80.807,-80.875,-80.935,-80.986,-81.026,-81.056,-81.073,-81.079,-81.073,-81.055,-81.025,-80.984,-80.933,-80.873,-80.804,-80.730,-80.651,-80.569,-80.487,-80.406,-80.329,-80.259,-80.197,-80.146,-80.107,-80.082,-80.071,-80.075,-80.094,-80.127,-80.173,-80.230,-80.297,-80.371,-80.450,-80.532,-80.614,-80.695,-80.772,-80.843,-80.907
87.359,87.374,87.389,87.402,87.415,87.426,87.437,87.446,87.454,87.461,87.467,87.471,87.474,87.476,87.477,87.476,87.474,87.470,87.465,87.459,87.452,87.444,87.434,87.423,87.412,87.399,87.385,87.370,87.355,87.339,87.322,87.305,87.287,87.270,87.252,87.234,87.216,87.199,87.182,87.165,87.149,87.135,87.121,87.108,87.097,87.087,87.079,87.072,87.067,87.064,87.062,87.062,87.064,87.068,87.073,87.080,87.089,87.099,87.111,87.124,87.138,87.153,87.168,87.185,87.202,87.220,87.237,87.255,87.273,87.291
75.948,75.425,74.877,74.307,73.722,73.130,72.542,71.967,71.419,70.913,70.464,70.084,69.788,69.586,69.487,69.493,69.604,69.817,70.123,70.511,70.968,71.480,72.031,72.608,73.198,73.789,74.372,74.940,75.486,76.005,76.495,76.953,77.378,77.770,78.128,78.454,78.747,79.008,79.239,79.440,79.613,79.757,79.873,79.963,80.026,80.064,80.075,80.061,80.021,79.955,79.862,79.742,79.595,79.420,79.216,78.982,78.717,78.420,78.091,77.729,77.334,76.905,76.444,75.950,75.428,74.880,74.310,73.725,73.134,72.545
-83.548,-83.550,-83.554,-83.560,-83.568,-83.578,-83.589,-83.602,-83.616,-83.631,-83.647,-83.664,-83.681,-83.699,-83.717,-83.734,-83.751,-83.768,-83.783,-83.798,-83.811,-83.823,-83.834,-83.843,-83.850,-83.856,-83.860,-83.861,-83.861,-83.860,-83.856,-83.850,-83.843,-83.834,-83.823,-83.811,-83.798,-83.783,-83.767,-83.751,-83.734,-83.717,-83.699,-83.681,-83.664,-83.647,-83.631,-83.616,-83.602,-83.589,-83.577,-83.568,-83.560,-83.554,-83.550,-83.548,-83.549,-83.551,-83.555,-83.562,-83.570,-83.580,-83.592,-83.605,-83.619,-83.635,-83.651,-83.668,-83.686,-83.703
-75.343,-75.329,-75.315,-75.300,-75.285,-75.269,-75.253,-75.237,-75.220,-75.203,-75.186,-75.168,-75.150,-75.132,-75.114,-75.095,-75.076,-75.057,-75.038,-75.019,-74.999,-74.980,-74.960,-74.940,-74.920,-74.901,-74.881,-74.861,-74.841,-74.821,-74.802,-74.782,-74.762,-74.743,-74.724,-74.705,-74.686,-74.667,-74.649,-74.630,-74.612,-74.595,-74.577,-74.560,-74.544,-74.527,-74.511,-74.496,-74.481,-74.466,-74.452,-74.438,-74.425,-74.412,-74.400,-74.388,-74.377,-74.367,-74.357,-74.347,-74.339,-74.330,-74.323,-74.316,-74.310,-74.304,-74.299,-74.295,-74.291,-74.288
-86.202,-86.231,-86.259,-86.284,-86.307,-86.328,-86.346,-86.361,-86.374,-86.383,-86.390,-86.395,-86.396,-86.395,-86.390,-86.383,-86.373,-86.360,-86.345,-86.327,-86.306,-86.283,-86.257,-86.230,-86.200,-86.169,-86.136,-86.101,-86.066,-86.029,-85.992,-85.955,-85.918,-85.881,-85.845,-85.811,-85.778,-85.747,-85.719,-85.693,-85.671,-85.652,-85.637,-85.625,-85.618,-85.615,-85.616,-85.622,-85.631,-85.644,-85.662,-85.683,-85.707,-85.734,-85.763,-85.795,-85.829,-85.864,-85.901,-85.937,-85.975,-86.012,-86.049,-86.085,-86.120,-86.153,-86.186,-86.216,-86.245,-86.271
-16.386,-16.504,-16.624,-16.744,-16.862,-16.978,-17.090,-17.196,-17.297,-17.390,-17.475,-17.552,-17.618,-17.673,-17.718,-17.751,-17.772,-17.781,-17.778,-17.762,-17.735,-17.696,-17.645,-17.584,-17.512,-17.431,-17.342,-17.244,-17.140,-17.031,-16.917,-16.800,-16.680,-16.561,-16.441,-16.324,-16.209,-16.099,-15.994,-15.896,-15.806,-15.724,-15.652,-15.590,-15.540,-15.501,-15.474,-15.459,-15.457,-15.467,-15.490,-15.525,-15.571,-15.629,-15.698,-15.776,-15.863,-15.959,-16.061,-16.169,-16.283,-16.399,-16.518,-16.638,-16.758,-16.876,-16.991,-17.102,-17.208,-17.308
42.993,42.924,42.810,42.652,42.449,42.201,41.908,41.570,41.188,40.762,40.291,39.776,39.218,38.616,37.972,37.287,36.561,35.797,34.995,34.158,33.287,32.386,31.458,30.505,29.532,28.543,27.541,26.532,25.521,24.513,23.513,22.527,21.561,20.621,19.712,18.840,18.010,17.228,16.498,15.825,15.213,14.666,14.188,13.781,13.448,13.191,13.011,12.910,12.888,12.946,13.082,13.297,13.588,13.955,14.394,14.904,15.480,16.120,16.819,17.574,18.378,19.227,20.117,21.041,21.993,22.969,23.961,24.966,25.976,26.987
-46.701,-45.736,-44.745,-43.731,-42.695,-41.639,-40.566,-39.480,-38.383,-37.279,-36.172,-35.067,-33.967,-32.878,-31.805,-30.752,-29.724,-28.727,-27.766,-26.845,-25.969,-25.142,-24.370,-23.656,-23.004,-22.416,-21.897,-21.449,-21.073,-20.773,-20.549,-20.403,-20.335,-20.346,-20.436,-20.604,-20.849,-21.170,-21.566,-22.034,-22.572,-23.178,-23.848,-24.578,-25.366,-26.206,-27.095,-28.028,-29.000,-30.006,-31.041,-32.100,-33.179,-34.271,-35.372,-36.479,-37.585,-38.687,-39.782,-40.865,-41.933,-42.984,-44.014,-45.022,-46.006,-46.963,-47.893,-48.795,-49.668,-50.511
